,pdx,pdy,nan,nan1
5,,,-47.406456,-13.313203
6,,,-47.406372,-13.312799
7,,,-47.406307,-13.312503
8,,,-47.406258,-13.312283
9,,,-47.40622,-13.312119
10,,,-47.40619,-13.311997
11,,,-47.40617,-13.311906
12,,,-47.406155,-13.311841
13,,,-47.406147,-13.311792
14,,,-47.40614,-13.311756
15,,,-47.406136,-13.311728
16,,,-47.40613,-13.3117075
17,,,-47.40613,-13.311691
18,,,-47.406124,-13.311679
19,,,-47.406124,-13.311669
0,,,-47.817425,-13.490914
1,,,-47.81746,-13.488967
2,,,-47.817425,-13.487554
3,,,-47.817352,-13.486524
4,,,-47.81727,-13.48577
5,,,-47.81719,-13.485216
6,,,-47.817116,-13.484806
7,,,-47.81705,-13.484501
8,,,-47.816998,-13.484273
9,,,-47.816956,-13.484101
10,,,-47.816917,-13.483966
11,,,-47.81689,-13.483863
12,,,-47.816868,-13.483785
13,,,-47.816853,-13.4837265
14,,,-47.816837,-13.483681
15,,,-47.816826,-13.483646
16,,,-47.816822,-13.483621
17,,,-47.816814,-13.483601
18,,,-47.81681,-13.483586
19,,,-47.816803,-13.483575
0,,,-48.314507,-13.572817
1,,,-48.314476,-13.571581
2,,,-48.314365,-13.570671
3,,,-48.314228,-13.5700035
4,,,-48.314083,-13.569516
5,,,-48.313942,-13.5691595
6,,,-48.31382,-13.568899
7,,,-48.313713,-13.56871
8,,,-48.313625,-13.568571
9,,,-48.31355,-13.568472
10,,,-48.31349,-13.5683975
11,,,-48.313446,-13.568345
12,,,-48.313408,-13.568305
13,,,-48.31338,-13.568277
14,,,-48.31336,-13.568256
15,,,-48.313347,-13.568241
16,,,-48.31333,-13.56823
17,,,-48.313324,-13.568222
18,,,-48.313316,-13.568215
19,,,-48.313313,-13.56821
0,,,-48.78735,-13.613982
1,,,-48.78716,-13.613432
2,,,-48.786926,-13.613028
3,,,-48.78669,-13.612735
4,,,-48.786465,-13.61252
5,,,-48.786266,-13.612365
6,,,-48.7861,-13.612252
7,,,-48.785954,-13.61217
8,,,-48.78584,-13.612111
9,,,-48.785744,-13.612068
10,,,-48.785675,-13.612037
11,,,-48.785614,-13.612015
12,,,-48.78557,-13.611999
13,,,-48.785538,-13.611985
14,,,-48.78551,-13.611977
15,,,-48.785492,-13.61197
16,,,-48.785477,-13.611966
17,,,-48.78547,-13.611962
18,,,-48.78546,-13.611959
19,,,-48.785454,-13.611958
0,,,-49.22032,-13.628525
1,,,-49.22021,-13.628257
2,,,-49.220028,-13.62806
3,,,-49.219826,-13.627917
4,,,-49.219627,-13.627811
5,,,-49.219448,-13.627734
6,,,-49.219296,-13.627675
7,,,-49.21917,-13.627633
8,,,-49.219063,-13.627602
9,,,-49.21898,-13.627576
10,,,-49.218914,-13.627557
11,,,-49.218864,-13.6275425
12,,,-49.218826,-13.627533
13,,,-49.218796,-13.627524
14,,,-49.218777,-13.627518
15,,,-49.218758,-13.627513
16,,,-49.218746,-13.62751
17,,,-49.21874,-13.627506
18,,,-49.21873,-13.627505
19,,,-49.218727,-13.627503
0,,,-49.58107,-13.655601
1,,,-49.5811,-13.655294
2,,,-49.58106,-13.655067
3,,,-49.58098,-13.654899
4,,,-49.580887,-13.654773
5,,,-49.580795,-13.65468
6,,,-49.580708,-13.654613
7,,,-49.58063,-13.654562
8,,,-49.580566,-13.654526
9,,,-49.58051,-13.654499
10,,,-49.580463,-13.654479
11,,,-49.58043,-13.654465
12,,,-49.580402,-13.654453
13,,,-49.580376,-13.654447
14,,,-49.58036,-13.654441
15,,,-49.580345,-13.654436
16,,,-49.580338,-13.654433
17,,,-49.58033,-13.65443
18,,,-49.580326,-13.6544285
19,,,-49.58032,-13.654428
0,,,-49.91575,-13.657345
1,,,-49.915413,-13.657183
2,,,-49.91505,-13.657069
3,,,-49.914696,-13.65699
4,,,-49.91437,-13.656932
5,,,-49.914097,-13.656892
6,,,-49.913864,-13.656862
7,,,-49.913673,-13.656842
8,,,-49.91352,-13.656827
9,,,-49.9134,-13.6568165
10,,,-49.913303,-13.656808
11,,,-49.913227,-13.656802
12,,,-49.913174,-13.656797
13,,,-49.913124,-13.656795
14,,,-49.913094,-13.656791
15,,,-49.913067,-13.656789
16,,,-49.913044,-13.656788
17,,,-49.913036,-13.656787
18,,,-49.913025,-13.656786
19,,,-49.913013,-13.656785
0,,,-50.06861,-13.655109
1,,,-50.068363,-13.654322
2,,,-50.068066,-13.653761
3,,,-50.067772,-13.653364
4,,,-50.067497,-13.653084
5,,,-50.06726,-13.652888
6,,,-50.06706,-13.652749
7,,,-50.06689,-13.652649
8,,,-50.066753,-13.6525755
9,,,-50.066647,-13.652523
10,,,-50.066563,-13.652484
11,,,-50.066494,-13.652455
12,,,-50.06644,-13.652434
13,,,-50.066402,-13.652417
14,,,-50.066372,-13.652406
15,,,-50.066345,-13.652396
16,,,-50.06633,-13.65239
17,,,-50.066315,-13.652383
18,,,-50.066303,-13.652379
19,,,-50.066296,-13.652375
0,,,-50.289906,-13.62058
1,,,-50.289764,-13.619318
2,,,-50.289574,-13.618395
3,,,-50.289364,-13.617721
4,,,-50.289173,-13.617236
5,,,-50.288998,-13.616884
6,,,-50.288853,-13.61663
7,,,-50.288727,-13.616445
8,,,-50.288624,-13.616316
9,,,-50.288548,-13.6162195
10,,,-50.28848,-13.616148
11,,,-50.28843,-13.616094
12,,,-50.288387,-13.616054
13,,,-50.28836,-13.616024
14,,,-50.288338,-13.615999
15,,,-50.288315,-13.615982
16,,,-50.288303,-13.615968
17,,,-50.288292,-13.615957
18,,,-50.28829,-13.615948
19,,,-50.28828,-13.615941
0,,,-50.38444,-13.517247
1,,,-50.38432,-13.516248
2,,,-50.384148,-13.5155115
3,,,-50.38396,-13.514968
4,,,-50.383785,-13.5145645
5,,,-50.38362,-13.514265
6,,,-50.383488,-13.514041
7,,,-50.383377,-13.513873
8,,,-50.38329,-13.513747
9,,,-50.383217,-13.513656
10,,,-50.38316,-13.513586
11,,,-50.383114,-13.513536
12,,,-50.383083,-13.513498
13,,,-50.383057,-13.513469
14,,,-50.383038,-13.513447
15,,,-50.383026,-13.513432
16,,,-50.383015,-13.513421
17,,,-50.38301,-13.5134115
18,,,-50.383,-13.513405
19,,,-50.382996,-13.5134
0,,,-50.46368,-13.419347
1,,,-50.463615,-13.418768
2,,,-50.463524,-13.418342
3,,,-50.463425,-13.418026
4,,,-50.463326,-13.417792
5,,,-50.46324,-13.417616
6,,,-50.463165,-13.417487
7,,,-50.463104,-13.417393
8,,,-50.46306,-13.417323
9,,,-50.463017,-13.417271
10,,,-50.46299,-13.417232
11,,,-50.462963,-13.417203
12,,,-50.462948,-13.417182
13,,,-50.462933,-13.417168
14,,,-50.46292,-13.417155
15,,,-50.46291,-13.417147
16,,,-50.462906,-13.41714
17,,,-50.462902,-13.417135
18,,,-50.462902,-13.417131
19,,,-50.462894,-13.417128
0,,,-50.47573,-13.356604
1,,,-50.475693,-13.355802
2,,,-50.47565,-13.355231
3,,,-50.47561,-13.354825
4,,,-50.475563,-13.354537
5,,,-50.475525,-13.354335
6,,,-50.475494,-13.354188
7,,,-50.475468,-13.354082
8,,,-50.475445,-13.354005
9,,,-50.47543,-13.353948
10,,,-50.475414,-13.353906
11,,,-50.475403,-13.353874
12,,,-50.47539,-13.35385
13,,,-50.475388,-13.353832
14,,,-50.47538,-13.353818
15,,,-50.475376,-13.353807
16,,,-50.475376,-13.353799
17,,,-50.47537,-13.353793
18,,,-50.47537,-13.353787
19,,,-50.47537,-13.353785
0,,,-50.569935,-13.325195
1,,,-50.569935,-13.323857
2,,,-50.5699,-13.322891
3,,,-50.56985,-13.322203
4,,,-50.569798,-13.321708
5,,,-50.569748,-13.321354
6,,,-50.5697,-13.321105
7,,,-50.569656,-13.320923
8,,,-50.569622,-13.32079
9,,,-50.569595,-13.320692
10,,,-50.569572,-13.320619
11,,,-50.569553,-13.320564
12,,,-50.569542,-13.320523
13,,,-50.569527,-13.320492
14,,,-50.56952,-13.320467
15,,,-50.56951,-13.320449
16,,,-50.569508,-13.320435
17,,,-50.569504,-13.320423
18,,,-50.569496,-13.320415
19,,,-50.569496,-13.320408
0,,,-50.594887,-13.209645
1,,,-50.59484,-13.2084465
2,,,-50.594765,-13.207565
3,,,-50.59468,-13.206915
4,,,-50.594593,-13.206432
5,,,-50.594517,-13.206073
6,,,-50.59445,-13.20581
7,,,-50.594402,-13.205617
8,,,-50.594357,-13.205474
9,,,-50.594322,-13.205369
10,,,-50.594296,-13.205291
11,,,-50.594276,-13.205232
12,,,-50.594257,-13.205192
13,,,-50.594246,-13.205161
14,,,-50.594234,-13.205137
15,,,-50.59423,-13.205121
16,,,-50.59422,-13.205106
17,,,-50.59422,-13.205095
18,,,-50.594215,-13.205088
19,,,-50.59421,-13.20508
0,,,-50.602924,-13.115377
1,,,-50.602913,-13.114526
2,,,-50.602894,-13.11391
3,,,-50.602867,-13.113458
4,,,-50.60284,-13.113134
5,,,-50.602825,-13.112903
6,,,-50.602802,-13.112735
7,,,-50.602787,-13.112611
8,,,-50.60277,-13.112524
9,,,-50.602764,-13.112462
10,,,-50.602753,-13.112414
11,,,-50.60275,-13.11238
12,,,-50.60274,-13.112353
13,,,-50.602734,-13.112334
14,,,-50.602734,-13.112319
15,,,-50.60273,-13.112308
16,,,-50.60273,-13.112298
17,,,-50.60273,-13.11229
18,,,-50.602722,-13.112285
19,,,-50.602722,-13.112281
0,,,-50.610874,-13.015548
1,,,-50.610905,-13.015219
2,,,-50.61091,-13.014978
3,,,-50.610897,-13.014804
4,,,-50.61087,-13.014675
5,,,-50.61085,-13.014579
6,,,-50.610825,-13.014507
7,,,-50.6108,-13.014452
8,,,-50.610786,-13.014411
9,,,-50.610767,-13.0143795
10,,,-50.610756,-13.014356
11,,,-50.610744,-13.014337
12,,,-50.610737,-13.014322
13,,,-50.610733,-13.014311
14,,,-50.610725,-13.014301
15,,,-50.61072,-13.014295
16,,,-50.610718,-13.01429
17,,,-50.610718,-13.014285
18,,,-50.61071,-13.014281
19,,,-50.61071,-13.014278
0,,,-50.610397,-12.977201
1,,,-50.610508,-12.977059
2,,,-50.61055,-12.976956
3,,,-50.610558,-12.976883
4,,,-50.610546,-12.976829
5,,,-50.61053,-12.976789
6,,,-50.610516,-12.976762
7,,,-50.6105,-12.97674
8,,,-50.610485,-12.976726
9,,,-50.610474,-12.976713
10,,,-50.610462,-12.976705
11,,,-50.610455,-12.976697
12,,,-50.61045,-12.976692
13,,,-50.610443,-12.976688
14,,,-50.61044,-12.976685
15,,,-50.61044,-12.976683
16,,,-50.610435,-12.976681
17,,,-50.610435,-12.976679
18,,,-50.610435,-12.976677
19,,,-50.610435,-12.976676
0,,,-50.529247,-12.97991
1,,,-50.52956,-12.979709
2,,,-50.529774,-12.979565
3,,,-50.52992,-12.97946
4,,,-50.530018,-12.979384
5,,,-50.530083,-12.979329
6,,,-50.530125,-12.979289
7,,,-50.53015,-12.979259
8,,,-50.53017,-12.979237
9,,,-50.530178,-12.97922
10,,,-50.530186,-12.979208
11,,,-50.53019,-12.979198
12,,,-50.53019,-12.979192
13,,,-50.53019,-12.979186
14,,,-50.53019,-12.979181
15,,,-50.53019,-12.979178
16,,,-50.53019,-12.9791765
17,,,-50.53019,-12.979175
18,,,-50.53019,-12.979173
19,,,-50.530186,-12.979172
0,,,-50.487606,-13.043651
1,,,-50.487736,-13.043127
2,,,-50.487816,-13.042752
3,,,-50.48787,-13.042484
4,,,-50.487896,-13.042292
5,,,-50.48792,-13.042151
6,,,-50.487923,-13.042049
7,,,-50.48793,-13.041975
8,,,-50.48793,-13.041921
9,,,-50.48793,-13.04188
10,,,-50.487923,-13.041849
11,,,-50.487923,-13.041826
12,,,-50.48792,-13.041809
13,,,-50.48792,-13.041797
14,,,-50.48792,-13.041785
15,,,-50.48791,-13.041779
16,,,-50.48791,-13.041773
17,,,-50.48791,-13.041767
18,,,-50.48791,-13.041764
19,,,-50.48791,-13.041761
0,,,-50.50667,-13.119433
1,,,-50.506668,-13.118712
2,,,-50.50666,-13.11819
3,,,-50.506645,-13.11781
4,,,-50.506634,-13.117532
5,,,-50.506622,-13.117317
6,,,-50.506615,-13.117159
7,,,-50.506603,-13.11704
8,,,-50.50659,-13.116952
9,,,-50.50659,-13.116886
10,,,-50.506584,-13.1168375
11,,,-50.50658,-13.116801
12,,,-50.506577,-13.1167755
13,,,-50.506573,-13.1167555
14,,,-50.50657,-13.116741
15,,,-50.50657,-13.116731
16,,,-50.506565,-13.116722
17,,,-50.506565,-13.116715
18,,,-50.506565,-13.116711
19,,,-50.506565,-13.116708
0,,,-50.614014,-13.235446
1,,,-50.61408,-13.234394
2,,,-50.614105,-13.233634
3,,,-50.61411,-13.233083
4,,,-50.61411,-13.23268
5,,,-50.6141,-13.232386
6,,,-50.61409,-13.232168
7,,,-50.614082,-13.232007
8,,,-50.61407,-13.231887
9,,,-50.614063,-13.231797
10,,,-50.61405,-13.231729
11,,,-50.614048,-13.231679
12,,,-50.614044,-13.231639
13,,,-50.61404,-13.231609
14,,,-50.61404,-13.231586
15,,,-50.614033,-13.231569
16,,,-50.614033,-13.231556
17,,,-50.61403,-13.231545
18,,,-50.61403,-13.231537
19,,,-50.61403,-13.231531
0,,,-50.7582,-13.352994
1,,,-50.75819,-13.351772
2,,,-50.75816,-13.350888
3,,,-50.758125,-13.350246
4,,,-50.75809,-13.349778
5,,,-50.75806,-13.349422
6,,,-50.758038,-13.349158
7,,,-50.75801,-13.348962
8,,,-50.75799,-13.348817
9,,,-50.757973,-13.34871
10,,,-50.757957,-13.34863
11,,,-50.75795,-13.348571
12,,,-50.75794,-13.348527
13,,,-50.757935,-13.348495
14,,,-50.75793,-13.348471
15,,,-50.757927,-13.348453
16,,,-50.757923,-13.34844
17,,,-50.75792,-13.348431
18,,,-50.75792,-13.348422
19,,,-50.75792,-13.348416
0,,,-50.85298,-13.453599
1,,,-50.852943,-13.452554
2,,,-50.852898,-13.451796
3,,,-50.852848,-13.451228
4,,,-50.852806,-13.4508095
5,,,-50.85276,-13.450501
6,,,-50.85273,-13.450274
7,,,-50.8527,-13.450108
8,,,-50.852673,-13.449985
9,,,-50.852657,-13.449894
10,,,-50.85264,-13.449828
11,,,-50.852627,-13.4497795
12,,,-50.852615,-13.449744
13,,,-50.852608,-13.4497175
14,,,-50.852604,-13.449698
15,,,-50.8526,-13.449684
16,,,-50.852596,-13.449674
17,,,-50.852592,-13.449666
18,,,-50.852592,-13.44966
19,,,-50.85259,-13.449655
0,,,-50.978443,-13.524527
1,,,-50.978455,-13.523668
2,,,-50.97844,-13.523032
3,,,-50.978416,-13.522564
4,,,-50.97839,-13.522219
5,,,-50.978363,-13.521965
6,,,-50.978336,-13.52178
7,,,-50.978317,-13.521644
8,,,-50.978294,-13.5215435
9,,,-50.978283,-13.521471
10,,,-50.978268,-13.521418
11,,,-50.97826,-13.5213785
12,,,-50.97825,-13.52135
13,,,-50.978245,-13.521329
14,,,-50.978237,-13.521314
15,,,-50.978237,-13.521303
16,,,-50.978233,-13.521295
17,,,-50.978233,-13.521288
18,,,-50.97823,-13.521284
19,,,-50.97823,-13.52128
0,,,-51.063316,-13.535741
1,,,-51.063274,-13.535388
2,,,-51.063217,-13.535133
3,,,-51.063156,-13.534951
4,,,-51.063103,-13.534821
5,,,-51.063053,-13.534729
6,,,-51.06301,-13.534662
7,,,-51.062977,-13.534616
8,,,-51.062946,-13.534582
9,,,-51.062923,-13.534559
10,,,-51.062904,-13.534542
11,,,-51.06289,-13.534531
12,,,-51.062878,-13.534522
13,,,-51.06287,-13.534517
14,,,-51.062862,-13.5345125
15,,,-51.06286,-13.53451
16,,,-51.06286,-13.534508
17,,,-51.062855,-13.534505
18,,,-51.06285,-13.534504
19,,,-51.06285,-13.534504
0,,,-51.14671,-13.536874
1,,,-51.14663,-13.536772
2,,,-51.146545,-13.5367
3,,,-51.146458,-13.53665
4,,,-51.14638,-13.536614
5,,,-51.14631,-13.53659
6,,,-51.14625,-13.536571
7,,,-51.146202,-13.536558
8,,,-51.146164,-13.536548
9,,,-51.14613,-13.536542
10,,,-51.14611,-13.536537
11,,,-51.146088,-13.536532
12,,,-51.146072,-13.53653
13,,,-51.14606,-13.536528
14,,,-51.146053,-13.536526
15,,,-51.146046,-13.536525
16,,,-51.14604,-13.536524
17,,,-51.146038,-13.536524
18,,,-51.14603,-13.536523
19,,,-51.14603,-13.536523
0,,,-51.184628,-13.535739
1,,,-51.184578,-13.535572
2,,,-51.184513,-13.535449
3,,,-51.18444,-13.535358
4,,,-51.184372,-13.535292
5,,,-51.18431,-13.535242
6,,,-51.18426,-13.535207
7,,,-51.18422,-13.53518
8,,,-51.184185,-13.535161
9,,,-51.18416,-13.535147
10,,,-51.18414,-13.535136
11,,,-51.18412,-13.535129
12,,,-51.18411,-13.535124
13,,,-51.184097,-13.535119
14,,,-51.18409,-13.535116
15,,,-51.184086,-13.535114
16,,,-51.18408,-13.535112
17,,,-51.18408,-13.535111
18,,,-51.18408,-13.53511
19,,,-51.184074,-13.5351095
0,,,-51.191265,-13.516719
1,,,-51.19125,-13.516526
2,,,-51.19123,-13.516386
3,,,-51.191204,-13.516283
4,,,-51.191177,-13.516208
5,,,-51.19116,-13.516151
6,,,-51.19114,-13.516111
7,,,-51.191124,-13.516082
8,,,-51.191116,-13.516061
9,,,-51.191105,-13.516045
10,,,-51.191093,-13.516033
11,,,-51.19109,-13.516025
12,,,-51.191082,-13.516019
13,,,-51.191082,-13.516014
14,,,-51.19108,-13.516011
15,,,-51.19108,-13.516008
16,,,-51.191074,-13.516006
17,,,-51.191074,-13.516005
18,,,-51.191074,-13.516004
19,,,-51.191074,-13.516003
0,,,-51.19067,-13.507711
1,,,-51.190685,-13.507417
2,,,-51.190674,-13.507204
3,,,-51.19065,-13.507052
4,,,-51.190628,-13.506943
5,,,-51.190598,-13.506864
6,,,-51.190575,-13.506806
7,,,-51.190556,-13.506763
8,,,-51.19054,-13.506733
9,,,-51.19053,-13.506709
10,,,-51.190517,-13.506692
11,,,-51.19051,-13.506678
12,,,-51.190506,-13.506668
13,,,-51.1905,-13.5066595
14,,,-51.190495,-13.506654
15,,,-51.190495,-13.506648
16,,,-51.190495,-13.506645
17,,,-51.190495,-13.506642
18,,,-51.190487,-13.5066395
19,,,-51.190487,-13.506638
0,,,-51.174202,-13.481797
1,,,-51.17424,-13.481429
2,,,-51.174194,-13.481166
3,,,-51.17412,-13.480977
4,,,-51.17404,-13.480844
5,,,-51.17397,-13.480747
6,,,-51.173897,-13.480677
7,,,-51.17384,-13.480626
8,,,-51.173794,-13.480588
9,,,-51.173756,-13.480559
10,,,-51.173725,-13.480537
11,,,-51.173702,-13.480522
12,,,-51.173683,-13.480509
13,,,-51.17367,-13.480499
14,,,-51.173664,-13.480493
15,,,-51.173653,-13.480486
16,,,-51.17365,-13.480481
17,,,-51.173645,-13.480478
18,,,-51.173645,-13.480475
19,,,-51.17364,-13.4804735
0,,,-51.090508,-13.447196
1,,,-51.090794,-13.446881
2,,,-51.090855,-13.446652
3,,,-51.090794,-13.4464855
4,,,-51.090668,-13.446362
5,,,-51.090527,-13.446269
6,,,-51.090412,-13.446201
7,,,-51.090313,-13.446152
8,,,-51.090233,-13.446113
9,,,-51.090168,-13.446084
10,,,-51.09012,-13.446062
11,,,-51.090076,-13.446046
12,,,-51.090046,-13.446033
13,,,-51.090023,-13.446022
14,,,-51.090008,-13.446014
15,,,-51.089996,-13.446008
16,,,-51.08999,-13.446003
17,,,-51.089985,-13.445999
18,,,-51.08998,-13.445996
19,,,-51.089977,-13.445993
0,,,-50.89835,-13.404123
1,,,-50.898457,-13.4038725
2,,,-50.898388,-13.403698
3,,,-50.89825,-13.403577
4,,,-50.89808,-13.403491
5,,,-50.89791,-13.403432
6,,,-50.89775,-13.40339
7,,,-50.897617,-13.403359
8,,,-50.897503,-13.4033375
9,,,-50.897408,-13.403322
10,,,-50.89733,-13.403311
11,,,-50.897274,-13.4033
12,,,-50.897232,-13.403295
13,,,-50.897194,-13.403289
14,,,-50.897167,-13.403285
15,,,-50.897152,-13.403282
16,,,-50.897137,-13.403279
17,,,-50.897133,-13.403277
18,,,-50.89712,-13.4032755
19,,,-50.89712,-13.403275
0,,,-50.58716,-13.38779
1,,,-50.58723,-13.387232
2,,,-50.58713,-13.386848
3,,,-50.58694,-13.386584
4,,,-50.58672,-13.386401
5,,,-50.5865,-13.386275
6,,,-50.586304,-13.386188
7,,,-50.58613,-13.386125
8,,,-50.585983,-13.386081
9,,,-50.585865,-13.386048
10,,,-50.585773,-13.386025
11,,,-50.585697,-13.386009
12,,,-50.58564,-13.385996
13,,,-50.585598,-13.385985
14,,,-50.585567,-13.385978
15,,,-50.585545,-13.385972
16,,,-50.585526,-13.385967
17,,,-50.585514,-13.3859625
18,,,-50.585506,-13.38596
19,,,-50.5855,-13.385957
0,,,-50.20251,-13.34902
1,,,-50.202747,-13.34824
2,,,-50.202705,-13.3476925
3,,,-50.20257,-13.34731
4,,,-50.202393,-13.347041
5,,,-50.202206,-13.34685
6,,,-50.202026,-13.346713
7,,,-50.201866,-13.346615
8,,,-50.201736,-13.346542
9,,,-50.201622,-13.34649
10,,,-50.201534,-13.34645
11,,,-50.201466,-13.34642
12,,,-50.201412,-13.346397
13,,,-50.20137,-13.346379
14,,,-50.20134,-13.346365
15,,,-50.201317,-13.3463545
16,,,-50.2013,-13.346345
17,,,-50.20129,-13.346338
18,,,-50.201283,-13.346332
19,,,-50.201275,-13.346328
0,,,-49.72884,-13.256695
1,,,-49.729057,-13.256068
2,,,-49.72898,-13.25562
3,,,-49.728798,-13.2553005
4,,,-49.7286,-13.255073
5,,,-49.728394,-13.2549095
6,,,-49.728207,-13.254791
7,,,-49.728043,-13.254704
8,,,-49.72791,-13.254641
9,,,-49.727795,-13.254593
10,,,-49.727703,-13.254557
11,,,-49.727634,-13.254529
12,,,-49.727585,-13.254508
13,,,-49.727543,-13.254492
14,,,-49.727516,-13.254479
15,,,-49.727493,-13.254469
16,,,-49.727478,-13.254461
17,,,-49.72747,-13.254455
18,,,-49.727463,-13.25445
19,,,-49.72746,-13.254445
0,,,-49.376144,-13.178389
1,,,-49.376537,-13.177991
2,,,-49.37656,-13.177706
3,,,-49.376392,-13.177502
4,,,-49.376205,-13.177356
5,,,-49.376,-13.17725
6,,,-49.37581,-13.177173
7,,,-49.375637,-13.177116
8,,,-49.37549,-13.177074
9,,,-49.375366,-13.177043
10,,,-49.37527,-13.17702
11,,,-49.3752,-13.177002
12,,,-49.375137,-13.176988
13,,,-49.37509,-13.176978
14,,,-49.37506,-13.176969
15,,,-49.37504,-13.176963
16,,,-49.37502,-13.176956
17,,,-49.37501,-13.176952
18,,,-49.375004,-13.176949
19,,,-49.375,-13.176947
0,,,-48.90428,-13.12524
1,,,-48.90503,-13.125057
2,,,-48.905296,-13.124925
3,,,-48.90529,-13.124828
4,,,-48.90514,-13.124759
5,,,-48.904922,-13.124705
6,,,-48.9047,-13.124666
7,,,-48.904537,-13.124638
8,,,-48.9044,-13.124617
9,,,-48.904285,-13.1246
10,,,-48.90419,-13.124587
11,,,-48.90412,-13.124578
12,,,-48.904064,-13.124571
13,,,-48.904026,-13.124565
14,,,-48.903996,-13.124561
15,,,-48.903973,-13.1245575
16,,,-48.90396,-13.124555
17,,,-48.90395,-13.124553
18,,,-48.903942,-13.124551
19,,,-48.903942,-13.124549
0,,,-48.434288,-13.106122
1,,,-48.43721,-13.106022
2,,,-48.43915,-13.10595
3,,,-48.440536,-13.1059
4,,,-48.44174,-13.105864
5,,,-48.442635,-13.105838
6,,,-48.44329,-13.105819
7,,,-48.44377,-13.105805
8,,,-48.44411,-13.105797
9,,,-48.44435,-13.105789
10,,,-48.44451,-13.105784
11,,,-48.444626,-13.105782
12,,,-48.444695,-13.105779
13,,,-48.44474,-13.105777
14,,,-48.444763,-13.105775
15,,,-48.44478,-13.105774
16,,,-48.444782,-13.105773
17,,,-48.444782,-13.105773
18,,,-48.44478,-13.105773
19,,,-48.444775,-13.105772
0,,,-47.902164,-13.14799
1,,,-47.905415,-13.14764
2,,,-47.907642,-13.147386
3,,,-47.90916,-13.1472
4,,,-47.910194,-13.147064
5,,,-47.91089,-13.146965
6,,,-47.911346,-13.146893
7,,,-47.91165,-13.14684
8,,,-47.911854,-13.146801
9,,,-47.91202,-13.146773
10,,,-47.912163,-13.146751
11,,,-47.912262,-13.146737
12,,,-47.912323,-13.146725
13,,,-47.912365,-13.146716
14,,,-47.912388,-13.14671
15,,,-47.912403,-13.146706
16,,,-47.912407,-13.146702
17,,,-47.912407,-13.146699
18,,,-47.912407,-13.146697
19,,,-47.912403,-13.146695
0,,,-47.39006,-13.200406
1,,,-47.393246,-13.199808
2,,,-47.395443,-13.199385
3,,,-47.397053,-13.199085
4,,,-47.398216,-13.198874
5,,,-47.399055,-13.198727
6,,,-47.39975,-13.19862
7,,,-47.40025,-13.1985445
8,,,-47.400604,-13.198492
9,,,-47.400852,-13.198456
10,,,-47.401024,-13.198429
11,,,-47.40114,-13.19841
12,,,-47.401215,-13.198399
13,,,-47.40126,-13.198388
14,,,-47.40129,-13.198382
15,,,-47.401306,-13.198378
16,,,-47.40131,-13.198374
17,,,-47.401314,-13.198372
18,,,-47.40131,-13.198369
19,,,-47.401306,-13.198367
0,,,-46.871483,-13.253485
1,,,-46.874386,-13.252828
2,,,-46.876392,-13.252364
3,,,-46.877857,-13.252036
4,,,-46.87892,-13.251804
5,,,-46.879692,-13.251641
6,,,-46.880325,-13.251525
7,,,-46.880783,-13.251443
8,,,-46.881104,-13.251386
9,,,-46.88133,-13.251345
10,,,-46.881485,-13.251316
11,,,-46.881588,-13.251296
12,,,-46.881657,-13.251282
13,,,-46.8817,-13.251271
14,,,-46.88172,-13.251265
15,,,-46.881737,-13.25126
16,,,-46.88174,-13.251255
17,,,-46.881744,-13.251253
18,,,-46.88174,-13.251251
19,,,-46.881737,-13.251249
0,,,-46.418736,-13.292785
1,,,-46.42233,-13.292207
2,,,-46.42473,-13.2918005
3,,,-46.426327,-13.29152
4,,,-46.427372,-13.291327
5,,,-46.428055,-13.291194
6,,,-46.428528,-13.291102
7,,,-46.428852,-13.2910385
8,,,-46.429066,-13.290997
9,,,-46.429207,-13.290967
10,,,-46.4293,-13.290947
11,,,-46.42935,-13.290933
12,,,-46.429382,-13.290925
13,,,-46.4294,-13.290917
14,,,-46.429413,-13.290914
15,,,-46.429424,-13.290911
16,,,-46.429424,-13.290908
17,,,-46.429424,-13.290906
18,,,-46.429424,-13.290905
19,,,-46.42942,-13.290903
0,,,-45.965137,-13.335019
1,,,-45.968014,-13.334521
2,,,-45.969917,-13.334172
3,,,-45.971195,-13.333929
4,,,-45.97211,-13.333758
5,,,-45.97276,-13.33364
6,,,-45.973213,-13.333557
7,,,-45.97353,-13.333501
8,,,-45.973763,-13.333461
9,,,-45.97395,-13.333432
10,,,-45.97408,-13.333413
11,,,-45.974163,-13.333399
12,,,-45.974224,-13.333389
13,,,-45.97426,-13.333382
14,,,-45.97428,-13.333378
15,,,-45.97429,-13.333374
16,,,-45.974297,-13.333372
17,,,-45.974297,-13.333371
18,,,-45.974297,-13.333369
19,,,-45.974293,-13.333368
0,,,-45.575165,-13.353901
1,,,-45.57801,-13.353547
2,,,-45.57988,-13.353301
3,,,-45.581093,-13.353131
4,,,-45.58189,-13.353014
5,,,-45.582443,-13.352933
6,,,-45.582832,-13.352878
7,,,-45.583096,-13.35284
8,,,-45.583267,-13.352815
9,,,-45.58338,-13.352797
10,,,-45.583458,-13.352785
11,,,-45.58353,-13.352777
12,,,-45.583576,-13.352771
13,,,-45.583607,-13.352766
14,,,-45.583622,-13.352763
15,,,-45.58363,-13.352761
